test,version,token_position,auc_mean,auc_lower,auc_upper,passes
Expanded_Nuisance,Base,bos,0.5128120403585698,0.37417495630065156,0.6526786916786916,False
Expanded_Nuisance,Base,first_content,0.7805333948438001,0.6566360830527497,0.8895543301453628,True
Expanded_Nuisance,Base,mid,0.6773181605333027,0.5345890389510181,0.7969753719410455,True
Expanded_Nuisance,Base,last,0.7318871279221201,0.600672925420168,0.8476682424916574,True
Expanded_Nuisance,Instruct,bos,0.5305428784985863,0.37830882352941175,0.6793055142932594,False
Expanded_Nuisance,Instruct,first_content,0.7979214626106856,0.6744214868372264,0.9012998747813326,True
Expanded_Nuisance,Instruct,mid,0.623764458292664,0.482737166484631,0.7645512979497353,False
Expanded_Nuisance,Instruct,last,0.6294517657519386,0.4739788490479618,0.7734444196428572,False
