layer,rfc_mean_base,rfc_std_base,rfc_ci_low_base,rfc_ci_high_base,rsi_mean_base,rsi_std_base,rsi_ci_low_base,rsi_ci_high_base,n_heads_base,rfc_mean_instruct,rfc_std_instruct,rfc_ci_low_instruct,rfc_ci_high_instruct,rsi_mean_instruct,rsi_std_instruct,rsi_ci_low_instruct,rsi_ci_high_instruct,n_heads_instruct,rfc_diff,rsi_diff,rfc_diff_ci_low,rfc_diff_ci_high,rsi_diff_ci_low,rsi_diff_ci_high
20,-0.0426749906369618,0.29473017372835525,-0.15695942131159735,0.07160944003767376,0.087079115,0.09638069,0.04970658580531983,0.12445164461860747,28,-0.054059192538261414,0.26588266717823766,-0.15715772792176336,0.049039342845240516,0.0862278,0.11162395,0.04294454470041841,0.12951104924317747,28,-0.011384201901299615,-0.00085131824,-0.1653005398672504,0.14253213606465115,-0.05803650540734048,0.05633386892700906
21,-0.022712217909949168,0.20688298693414922,-0.10293306560581109,0.05750862978591276,0.13119113,0.1317407,0.08010742224482745,0.1822748466608122,28,-0.06809940082686287,0.22170232622073774,-0.15406658841021453,0.017867786756488785,0.16510166,0.15688361,0.10426854809704042,0.2259347764593103,28,-0.04538718291691371,0.033910528,-0.16297009726263761,0.07219573142881021,-0.04552632403776899,0.11334737968848005
22,-0.09273228900773185,0.2768840389081796,-0.200096711011839,0.014632132996375294,0.06637959,0.20295563,-0.01231838137488768,0.14507756502013608,28,-0.13847046026161738,0.2675625758532584,-0.2422203962264764,-0.03472052429675837,0.077732496,0.20028765,6.904523581070798e-05,0.15539594669133622,28,-0.04573817125388553,0.011352904,-0.19504044292109213,0.10356410041332105,-0.09921373900378531,0.12191954728568381
23,0.012006832020623344,0.1927695804338962,-0.06274140794608316,0.08675507198732985,0.10393977,0.14667502,0.04706514191200597,0.16081440139243738,28,-0.021228690232549394,0.21408985096129254,-0.10424406806379781,0.06178668759869903,0.11574248,0.14102146,0.06106006850085549,0.17042489598908134,28,-0.033235522253172736,0.011802711,-0.14494430585851537,0.0784732613521699,-0.06709526490865551,0.09070068609414898
24,0.11563106200524739,0.2378726242376792,0.023393687425675228,0.20786843658481957,0.1465052,0.13574019,0.09387065562470555,0.19913975802199246,28,0.09295678670917239,0.23881439013425723,0.00035423343765397797,0.1855593399806908,0.12898813,0.11941832,0.0826825373785457,0.1752937263829747,28,-0.022674275296075005,-0.017517075,-0.15337609678964376,0.10802754619749373,-0.08762131015366086,0.05258716026848324
25,0.04970754683017731,0.1946363595890243,-0.02576455452554234,0.12517964818589694,0.084250234,0.121519424,0.037129923435478294,0.13137054469940176,28,0.011851647070475988,0.20743910989356387,-0.06858484259715221,0.0922881367381042,0.07203543,0.12231701,0.024605847298767553,0.11946501642498733,28,-0.03785589975970132,-0.012214802,-0.1481557952859369,0.07244399576653424,-0.07907203396209049,0.05464242955096531
26,0.07219534260886055,0.19372251319155837,-0.002922406106485323,0.14731309132420645,0.124670185,0.083859414,0.09215289908764723,0.1571874712097847,28,0.08399015026433128,0.16209420084690962,0.021136580760032955,0.1468437197686296,0.1537337,0.109812655,0.11115279541206685,0.1963146056156126,28,0.011794807655470724,0.029063515,-0.08615031663100668,0.10973993194194813,-0.02451359846184758,0.08264062919209508
27,0.10646342379706246,0.2404313301834801,0.013233886628297178,0.19969296096582773,0.061781473,0.12737063,0.012392300769521726,0.1111706461461048,28,0.08732762932777405,0.22463830129850404,0.00022198945773287126,0.1744332691978152,0.043424807,0.107835636,0.0016105132191603089,0.0852391017586763,28,-0.01913579446928841,-0.018356666,-0.1467255240632941,0.10845393512471728,-0.0830693044880575,0.04635597255026758
28,0.07391147315502167,0.21065150646167927,-0.007770653863692911,0.15559360017373625,0.121979214,0.084870085,0.08907002789913768,0.15488840060294515,28,0.07823161355086736,0.1968747185436075,0.0018915672014811202,0.1545716599002536,0.10567553,0.084457465,0.07292635040738668,0.13842471642038737,28,0.00432014039584569,-0.01630368,-0.10748224129134318,0.11612252208303456,-0.06273129689713625,0.03012393522282747
29,-0.04882176646164486,0.22765734808397398,-0.1370980704638747,0.039454537540584984,0.15625623,0.11409822,0.11201355437152517,0.2004989029992329,28,-0.021431939942496165,0.19068024033404865,-0.09537001839510931,0.052506138510116984,0.1570461,0.1102021,0.11431418254009684,0.19977800653346578,28,0.027389826519148692,0.00078986585,-0.08776027245414303,0.1425399254924404,-0.06071972915374302,0.062299460856547584
30,0.05767261343342917,0.16244132285188784,-0.005315555932877643,0.120660782799736,0.12241717,0.079883315,0.09144165397139441,0.15339267968682396,28,0.05002622732094356,0.15918149297238487,-0.011697911976224377,0.1117503666181115,0.10602601,0.06528544,0.08071095908947698,0.13134105836085566,28,-0.007646386112485609,-0.016391158,-0.09583583475627033,0.08054306253129911,-0.05639533680860408,0.023613020600718335
31,0.004621608981064388,0.2025665786188937,-0.07392551029863986,0.08316872826076863,0.13522165,0.16224967,0.07230779130754952,0.19813549916448112,28,0.04575799086264202,0.17910483819238787,-0.023691615212490948,0.11520759693777499,0.14897083,0.1412131,0.09421410199506192,0.2037275529255161,28,0.04113638188157763,0.013749182,-0.0637106387300317,0.14598340249318698,-0.06965616532494873,0.09715452977349609
