model,version,layer,token_pos,comparison,n_samples,baseline_auc,baseline_auc_lower,baseline_auc_upper,inlp_auc,inlp_auc_lower,inlp_auc_upper,auc_drop
Mistral,base,20,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.41051962575595985,0.2734171733597285,0.558928289592352,0.5894803742440402
Mistral,base,20,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Mistral,base,20,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4718612665914226,0.32680584776736055,0.616926808796374,0.5281387334085774
Mistral,base,20,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.22964589033088367,0.11901782845136573,0.3479297049096826,0.7703541096691163
Mistral,base,20,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.46732991741170377,0.30669022817460323,0.626290154043213,0.5326700825882962
Mistral,base,20,bos,self_vs_third,60,0.45134608213135696,0.3159559510567297,0.5837605042016806,0.4449853457029944,0.3240109427609428,0.5789255952380951,0.006360736428362546
Mistral,base,20,bos,self_vs_neutral,60,0.3550247417086855,0.2283303464755078,0.48612351190476194,0.3502107645387301,0.23268337053571428,0.48303875220833603,0.004813977169955352
Mistral,base,20,bos,self_vs_confounder,60,0.3677744194929888,0.23132191710704872,0.5023209876543209,0.36424826750974526,0.22798687430478307,0.5151289820479544,0.0035261519832435195
Mistral,base,20,bos,third_vs_neutral,60,0.3678155695472825,0.2678571428571429,0.4638220439691028,0.36810046772969723,0.2713736263736264,0.46106785317018906,-0.00028489818241472786
Mistral,base,20,bos,third_vs_confounder,60,0.342167453410117,0.21804558531746035,0.4705513997033742,0.33741034535055164,0.21210280987394955,0.4680274971941638,0.0047571080595653625
Mistral,base,20,bos,neutral_vs_confounder,60,0.32927869368463336,0.2120871848739496,0.4542448889142698,0.3308401293746947,0.20199826839826837,0.4607463524130191,-0.0015614356900613413
Mistral,base,20,first_content,self_vs_third,60,0.7474743971820054,0.6102538217066581,0.8659638433985661,0.5175330130797479,0.3710147058823529,0.6702107414672518,0.2299413841022575
Mistral,base,20,first_content,self_vs_neutral,60,0.7313842154046802,0.5948332023239918,0.8532581049833653,0.4462399710810257,0.29459107142857144,0.5994555431547619,0.28514424432365454
Mistral,base,20,first_content,self_vs_confounder,60,0.690983735039878,0.5376690308476723,0.8082402406621157,0.6845733007378189,0.5489121689019725,0.8120141840730076,0.00641043430205912
Mistral,base,20,first_content,third_vs_neutral,60,0.6770721088622644,0.5434090748757415,0.8053585619824496,0.3388635835335146,0.20027639527550453,0.4853141562520447,0.33820852532874984
Mistral,base,20,first_content,third_vs_confounder,60,0.3258346308483623,0.19084619691522325,0.4700085518116837,0.3264666225057913,0.19050037707390646,0.46614446559873945,-0.0006319916574289985
Mistral,base,20,first_content,neutral_vs_confounder,60,0.6796413581192435,0.5333644863669373,0.8125,0.3079016684060429,0.1883480392156863,0.44085314908429996,0.37173968971320065
Mistral,base,20,mid,self_vs_third,60,0.9567073148612101,0.8965430649630542,0.9955112884800384,0.4545219315550471,0.30692187748291755,0.6022955357142857,0.5021853833061629
Mistral,base,20,mid,self_vs_neutral,60,0.9587922940108919,0.8902797288359788,1.0,0.36312171787146813,0.2146829810901001,0.5154334821428571,0.5956705761394239
Mistral,base,20,mid,self_vs_confounder,60,0.9357891926958526,0.8582652230122818,0.9933553240740741,0.9339627451788501,0.8555471380471381,0.990027530589544,0.0018264475170024497
Mistral,base,20,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.31363242458562773,0.18323709350258457,0.4647247474747474,0.6863675754143723
Mistral,base,20,mid,third_vs_confounder,60,0.7900636258975411,0.6616613839285713,0.9177163824001977,0.4529114368437691,0.3113839285714286,0.602299076716468,0.337152189053772
Mistral,base,20,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.37242724233806906,0.2264979850113122,0.520115625,0.627572757661931
Mistral,base,25,last,self_vs_third,60,0.9989823064577082,0.9933253590298744,1.0,0.49668962773009834,0.34312512464686384,0.640875176617364,0.5022926787276099
Mistral,base,25,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4676711946056111,0.31313131313131315,0.6228272409431829,0.5323288053943889
Mistral,base,25,last,self_vs_confounder,60,0.9944914740667828,0.9773755656108598,1.0,0.9943116662072792,0.9777530589543938,1.0,0.00017980785950366673
Mistral,base,25,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3922974744175497,0.24137161330049262,0.541308656876212,0.6077025255824503
Mistral,base,25,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.24106243331539678,0.12109672619047618,0.37556621773288434,0.7589375666846032
Mistral,base,25,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3400675829943458,0.20244153998269682,0.4894423605413758,0.6599324170056542
Mistral,base,25,bos,self_vs_third,60,0.4459683128246626,0.3237901710557961,0.5735429599560035,0.44440432616659015,0.32145936843406253,0.5599464088594523,0.001563986658072447
Mistral,base,25,bos,self_vs_neutral,60,0.3506365952074706,0.2311036336670374,0.48274765624999993,0.35034546622748913,0.22379450614744734,0.4799833997302181,0.0002911289799814587
Mistral,base,25,bos,self_vs_confounder,60,0.36877275902141854,0.23157940556471476,0.5250563125695217,0.3686672165199301,0.23583823529411768,0.5108050534585623,0.00010554250148842037
Mistral,base,25,bos,third_vs_neutral,60,0.36693633010831594,0.2741689094424017,0.46836681279853426,0.3668266614149645,0.2741148039535136,0.4583333333333333,0.00010966869335143903
Mistral,base,25,bos,third_vs_confounder,60,0.3373582306683661,0.20527432126696835,0.47591750841750835,0.33801876598766745,0.20688264738598441,0.47143497252192895,-0.0006605353193013253
Mistral,base,25,bos,neutral_vs_confounder,60,0.3242002598453215,0.19935714285714287,0.4529180695847362,0.33018000970952116,0.20631045725979422,0.4652153721119238,-0.005979749864199635
Mistral,base,25,first_content,self_vs_third,60,0.7505080892873657,0.6200996016186915,0.8627852132435465,0.49801970679685403,0.35539010162120804,0.6610604275643338,0.25248838249051164
Mistral,base,25,first_content,self_vs_neutral,60,0.7365721878629774,0.6005388608305274,0.8599567866566823,0.44938351926294773,0.3042986425339367,0.6129266273041475,0.2871886686000297
Mistral,base,25,first_content,self_vs_confounder,60,0.6843388424666348,0.5435128348214285,0.8091714285714284,0.6896488446990854,0.5468258700143016,0.8205856481481482,-0.005310002232450595
Mistral,base,25,first_content,third_vs_neutral,60,0.6902772364600063,0.5548290400775695,0.8243652108886483,0.3279946675350974,0.18797690971604017,0.4697151481331168,0.3622825689249089
Mistral,base,25,first_content,third_vs_confounder,60,0.31953941446974216,0.18462895864686252,0.46109375865088914,0.3194000872077907,0.17997823660714282,0.47535072951739615,0.00013932726195148293
Mistral,base,25,first_content,neutral_vs_confounder,60,0.6952968140327092,0.5566388888888889,0.8188802083333333,0.2675360128242559,0.15399737704425207,0.399337315251928,0.4277608012084533
Mistral,base,25,mid,self_vs_third,60,0.9655136861470599,0.9222857142857143,0.9941285882155448,0.4932496344750825,0.3348898830896113,0.6419753086419753,0.4722640516719774
Mistral,base,25,mid,self_vs_neutral,60,0.9491481025033693,0.8789592760180995,0.9966789299854557,0.38233574850075774,0.24203496975236105,0.531435404417607,0.5668123540026115
Mistral,base,25,mid,self_vs_confounder,60,0.9240181140067727,0.8394074074074075,0.9897146891619293,0.9268426603239905,0.8386818687430477,0.9897326381426471,-0.0028245463172178464
Mistral,base,25,mid,third_vs_neutral,60,0.9989243439837159,0.9933035714285714,1.0,0.3791560687946189,0.24805339265850945,0.537615392015392,0.6197682751890969
Mistral,base,25,mid,third_vs_confounder,60,0.7795591897049813,0.640602640993266,0.8935459031100478,0.3386515316825616,0.20773039215686273,0.4933604910714285,0.44090765802241966
Mistral,base,25,mid,neutral_vs_confounder,60,0.9958249155189682,0.9831452005365049,1.0,0.36001091931879103,0.23100308015672597,0.5011842757936508,0.6358139962001772
Mistral,instruct,10,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.431326136830705,0.2738114027176527,0.5762047543522575,0.568673863169295
Mistral,instruct,10,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.37545040170153265,0.22877395422402216,0.5266787330316741,0.6245495982984673
Mistral,instruct,10,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Mistral,instruct,10,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4663284305939293,0.31584930056213256,0.6263247707447402,0.5336715694060707
Mistral,instruct,10,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.46482538019798625,0.31359651845304304,0.6190571428571429,0.5351746198020138
Mistral,instruct,10,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3248514920208004,0.19199910714285714,0.46500931949578583,0.6751485079791997
Mistral,instruct,10,bos,self_vs_third,60,0.4456885389750426,0.3165409025901796,0.5720285714285714,0.4490388222772013,0.32669051898037776,0.578696986607143,-0.0033502833021586964
Mistral,instruct,10,bos,self_vs_neutral,60,0.35217965026873016,0.22299777530589546,0.4867156498015872,0.3556456786627623,0.23484508928571426,0.49052198660714286,-0.00346602839403215
Mistral,instruct,10,bos,self_vs_confounder,60,0.3686125934571785,0.24303630952380953,0.5027784792368125,0.36711106345652333,0.2365734993246464,0.5095655292262635,0.0015015300006551713
Mistral,instruct,10,bos,third_vs_neutral,60,0.36733186001605417,0.27269480519480516,0.4652792058362711,0.36762951809614186,0.26497546139489875,0.462868027967583,-0.0002976580800876927
Mistral,instruct,10,bos,third_vs_confounder,60,0.33742308554893113,0.2102857142857143,0.4698671048280423,0.33933452789197704,0.21549749950485245,0.4754484769783887,-0.0019114423430459104
Mistral,instruct,10,bos,neutral_vs_confounder,60,0.3275442626475435,0.19531184238215488,0.45593276073116945,0.325518485628523,0.20484561011904764,0.45147890625,0.0020257770190205138
Mistral,instruct,10,first_content,self_vs_third,60,0.7195346663525941,0.5931562996031746,0.83681144558769,0.43851728943237933,0.2923400673400673,0.6019065301315185,0.2810173769202148
Mistral,instruct,10,first_content,self_vs_neutral,60,0.7374890480471681,0.5998744419642856,0.8510323660714285,0.4551349894271438,0.3038834352984798,0.6041217294578516,0.2823540586200243
Mistral,instruct,10,first_content,self_vs_confounder,60,0.6777484408877644,0.5311179087875417,0.8020503393665157,0.6829602035408024,0.5404818881381381,0.8028774829175274,-0.005211762653038021
Mistral,instruct,10,first_content,third_vs_neutral,60,0.6839745180238921,0.5505980223583116,0.807007786429366,0.41450575812377405,0.2669480541922998,0.5614187748015872,0.26946875990011804
Mistral,instruct,10,first_content,third_vs_confounder,60,0.32535473938920345,0.19241869107958062,0.4711950231481481,0.322042122492705,0.1857189338696569,0.4583253466152868,0.003312616896498477
Mistral,instruct,10,first_content,neutral_vs_confounder,60,0.6944183201363323,0.556232638888889,0.8214853094311313,0.35459541326773786,0.22109530479095693,0.503337041156841,0.33982290686859445
Mistral,instruct,10,mid,self_vs_third,60,0.9630183685188879,0.9095075312466616,0.9977556442400193,0.5100119120740342,0.3599543937708565,0.6563030260180995,0.4530064564448537
Mistral,instruct,10,mid,self_vs_neutral,60,0.9765040643784301,0.93515625,1.0,0.35217203225195265,0.2244547663665311,0.49389814814814803,0.6243320321264774
Mistral,instruct,10,mid,self_vs_confounder,60,0.9496170654464356,0.878322379298942,1.0,0.9472737412143175,0.8711093514328809,1.0,0.002343324232118138
Mistral,instruct,10,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4414978334612607,0.29912017218283443,0.5822215277777776,0.5585021665387393
Mistral,instruct,10,mid,third_vs_confounder,60,0.8465225432833774,0.7352113397326395,0.9310344827586207,0.4211391500383336,0.26671700572855467,0.5655569381598793,0.4253833932450438
Mistral,instruct,10,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.32640753710347464,0.20552269345238097,0.4751214548319328,0.6735924628965253
Mistral,instruct,15,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.4312667983784181,0.2861875332270069,0.5747935071464482,0.5687332016215819
Mistral,instruct,15,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3783907515090032,0.2387886178250762,0.5268105158730159,0.6216092484909967
Mistral,instruct,15,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Mistral,instruct,15,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4328558386467479,0.2766191468253968,0.5870054713804712,0.5671441613532521
Mistral,instruct,15,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.33647079047012324,0.1919482708962339,0.4832555821371611,0.6635292095298768
Mistral,instruct,15,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.433967556523836,0.2879464285714286,0.5965845982142856,0.566032443476164
Mistral,instruct,15,bos,self_vs_third,60,0.4457566726486666,0.3164020766559829,0.5802846784493058,0.44803437454891093,0.3209847263558201,0.5672361111111112,-0.0022777019002443444
Mistral,instruct,15,bos,self_vs_neutral,60,0.3521295752488113,0.22321428571428575,0.4872167227034563,0.3532756707523538,0.2363527150795122,0.4827028149801587,-0.0011460955035424991
Mistral,instruct,15,bos,self_vs_confounder,60,0.3664840798746834,0.230896086303695,0.5122497219132369,0.3648084518132253,0.23265904017857142,0.5083900669642857,0.001675628061458101
Mistral,instruct,15,bos,third_vs_neutral,60,0.3653881641244934,0.27141895141895145,0.4620535714285714,0.3663731949837028,0.2684419642857143,0.46127946127946123,-0.0009850308592094237
Mistral,instruct,15,bos,third_vs_confounder,60,0.33756105295855177,0.21762294461053652,0.46710379464285706,0.3430837318606818,0.20946180555555557,0.4733894469246031,-0.00552267890213004
Mistral,instruct,15,bos,neutral_vs_confounder,60,0.32770939335220245,0.20912494237007964,0.4555302953182107,0.32353352877057934,0.2014564955741426,0.4575361923188008,0.004175864581623112
Mistral,instruct,15,first_content,self_vs_third,60,0.7479496190942118,0.6043290554966846,0.8581776967763224,0.4099779864967486,0.2652252502780868,0.5601119473025583,0.33797163259746316
Mistral,instruct,15,first_content,self_vs_neutral,60,0.7366237024398381,0.5981487118205868,0.8552251025883839,0.4526580375600447,0.30804155144090145,0.5971298543462058,0.2839656648797934
Mistral,instruct,15,first_content,self_vs_confounder,60,0.6873774080133399,0.5520688657407408,0.8082800420168067,0.6881665105582004,0.552202380952381,0.8208993841123072,-0.0007891025448605316
Mistral,instruct,15,first_content,third_vs_neutral,60,0.6871910662015316,0.5540832354650007,0.8061782850625561,0.3936572748128483,0.25498009672619043,0.5444976064675036,0.2935337913886833
Mistral,instruct,15,first_content,third_vs_confounder,60,0.3235492963806306,0.18946549773755653,0.4655375595030767,0.3212224649903861,0.1849773359288098,0.4596060606060606,0.0023268313902445326
Mistral,instruct,15,first_content,neutral_vs_confounder,60,0.699255668817692,0.5594264059090146,0.820283165516688,0.4164588104491334,0.26499346496106785,0.5639737373737375,0.28279685836855856
Mistral,instruct,15,mid,self_vs_third,60,0.96066424034745,0.9076690290799302,0.9977380009242754,0.4642247118857233,0.3013200892857143,0.6240181758257398,0.49643952846172673
Mistral,instruct,15,mid,self_vs_neutral,60,0.9710424687210215,0.9236640023749398,1.0,0.4411252020687473,0.28730931862188813,0.5948653198653198,0.5299172666522742
Mistral,instruct,15,mid,self_vs_confounder,60,0.948841733693607,0.8764912402669633,1.0,0.9489144519702778,0.8755416666666668,1.0,-7.271827667076902e-05
Mistral,instruct,15,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3943590022246834,0.2499720982142857,0.5440284722222222,0.6056409977753165
Mistral,instruct,15,mid,third_vs_confounder,60,0.8307823143819321,0.7126628727018048,0.931054742898821,0.4886096140858108,0.3348164627363738,0.6275318579449014,0.3421727002961213
Mistral,instruct,15,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3183239708005649,0.1874720982142857,0.4494960964858072,0.681676029199435
Mistral,instruct,20,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.42333439871980033,0.27770184383517715,0.5663193392255893,0.5766656012801996
Mistral,instruct,20,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4043494717187263,0.26361454247409405,0.5517310344827586,0.5956505282812736
Mistral,instruct,20,last,self_vs_confounder,60,0.9978217840520831,0.990599294947121,1.0,0.9978784762993717,0.9888392857142857,1.0,-5.6692247288547826e-05
Mistral,instruct,20,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.362636409676294,0.22320535714285714,0.5056252317389692,0.637363590323706
Mistral,instruct,20,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.266315772757481,0.15286434485653233,0.3918364335317459,0.733684227242519
Mistral,instruct,20,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3089838129537219,0.17842312008978678,0.45602533936651585,0.6910161870462781
Mistral,instruct,20,bos,self_vs_third,60,0.4458331238742374,0.31785504201680675,0.5680885818071667,0.44688332114585133,0.31962262589660284,0.5748656244989578,-0.0010501972716139285
Mistral,instruct,20,bos,self_vs_neutral,60,0.3556755298420817,0.21826359765812892,0.4866930803571429,0.35611068825200043,0.23466338918557067,0.4871774071318342,-0.00043515840991875665
Mistral,instruct,20,bos,self_vs_confounder,60,0.37064323801680243,0.23991887501002085,0.5106156983702129,0.36729592496006275,0.23026952165481576,0.5000142857142857,0.003347313056739687
Mistral,instruct,20,bos,third_vs_neutral,60,0.3676059931383874,0.2742467532467532,0.4666666666666666,0.3666253178122009,0.258594566353187,0.4598214285714286,0.0009806753261864531
Mistral,instruct,20,bos,third_vs_confounder,60,0.3419658013414256,0.2198477288753377,0.4735758318478905,0.33803470887916803,0.20422712053571432,0.4679055299539169,0.0039310924622575905
Mistral,instruct,20,bos,neutral_vs_confounder,60,0.3245988500488369,0.19976011913038294,0.4655181992337165,0.3255996645139136,0.19679457720588234,0.45060595238095225,-0.001000814465076716
Mistral,instruct,20,first_content,self_vs_third,60,0.7217542851554672,0.5920173961840629,0.8470740653350961,0.4945374069452325,0.3506379150986994,0.636263756486594,0.22721687821023473
Mistral,instruct,20,first_content,self_vs_neutral,60,0.7388222980064536,0.5938800464568474,0.8600067340067339,0.43509134704118785,0.2833820219248473,0.5940003951266465,0.30373095096526576
Mistral,instruct,20,first_content,self_vs_confounder,60,0.6866120512647088,0.5399872080088987,0.8154285714285715,0.6826377555919898,0.553858024691358,0.8116182289073156,0.003974295672719008
Mistral,instruct,20,first_content,third_vs_neutral,60,0.6930388107653203,0.5418387276785714,0.8242297970871041,0.43948140434683514,0.2951032738095239,0.5796936026936028,0.2535574064184851
Mistral,instruct,20,first_content,third_vs_confounder,60,0.3264573594024315,0.19469786217833096,0.45943021296675113,0.3232962911386307,0.1885863839285714,0.46503704115684086,0.0031610682638008036
Mistral,instruct,20,first_content,neutral_vs_confounder,60,0.6897731827641229,0.5483378188848034,0.8092219327513445,0.42754116690305316,0.2754383484162896,0.5780093314093314,0.26223201586106976
Mistral,instruct,20,mid,self_vs_third,60,0.9511341027334012,0.8954233021607718,0.9932669327200576,0.4018287087204877,0.248828125,0.5539575772980536,0.5493053940129135
Mistral,instruct,20,mid,self_vs_neutral,60,0.9543233679090253,0.8872746545555649,1.0,0.3862164161220961,0.24466078583725642,0.5428261560464007,0.5681069517869292
Mistral,instruct,20,mid,self_vs_confounder,60,0.9411432602803964,0.8649110060285237,0.9977753058954394,0.9417849487957421,0.8631121980042017,0.994388327721661,-0.0006416885153457397
Mistral,instruct,20,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.33362715703420237,0.20021500787815127,0.4870931537598204,0.6663728429657976
