model,version,layer,token_pos,comparison,n_samples,baseline_auc,baseline_auc_lower,baseline_auc_upper,inlp_auc,inlp_auc_lower,inlp_auc_upper,auc_drop
Mistral,instruct,20,mid,third_vs_confounder,60,0.7792255431119953,0.6384694722531208,0.9018027635554808,0.40075205540309744,0.25132789519218884,0.5500286195286194,0.3784734877088979
Mistral,instruct,20,mid,neutral_vs_confounder,60,0.9989155284761961,0.9933253590298744,1.0,0.36418413027659424,0.2266451612903226,0.5134631283068782,0.6347313981996019
Mistral,instruct,25,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.3812948595891871,0.2344496278575226,0.5234461119127786,0.6187051404108129
Mistral,instruct,25,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3728074860148249,0.23777641369047617,0.5229234009847735,0.6271925139851751
Mistral,instruct,25,last,self_vs_confounder,60,0.9934833830564623,0.9759861607142858,1.0,0.9928628954282724,0.9733036707452725,1.0,0.0006204876281898919
Mistral,instruct,25,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3229420274099855,0.1891410383597884,0.47177601809954745,0.6770579725900145
Mistral,instruct,25,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.11180825311994597,0.04409803921568629,0.20092564408970656,0.888191746880054
Mistral,instruct,25,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.30969412030066373,0.1785286414617257,0.44169454776140143,0.6903058796993362
Mistral,instruct,25,bos,self_vs_third,60,0.4482949082904595,0.31458561175666433,0.5784621802002223,0.44623675325797324,0.32110802469135796,0.5717942431074208,0.002058155032486242
Mistral,instruct,25,bos,self_vs_neutral,60,0.35137546022207666,0.23303658162161076,0.48544070665872663,0.35348675015292474,0.22795913938492068,0.4926887926887927,-0.0021112899308480815
Mistral,instruct,25,bos,self_vs_confounder,60,0.3699357785531898,0.23822699652777782,0.5139031794586577,0.36680645422799857,0.22887654320987652,0.5000285714285714,0.0031293243251912517
Mistral,instruct,25,bos,third_vs_neutral,60,0.36736229331055403,0.27269480519480516,0.4599886049969476,0.3648226339809689,0.26785714285714285,0.4612794612794613,0.002539659329585109
Mistral,instruct,25,bos,third_vs_confounder,60,0.3370682684371429,0.21110677083333335,0.4677706093189964,0.3429556909755823,0.21659511784511787,0.483432789269554,-0.005887422538439435
Mistral,instruct,25,bos,neutral_vs_confounder,60,0.32663053929097174,0.208536541005291,0.45997090417924674,0.3267029012253082,0.20466168295237633,0.46220952380952374,-7.236193433646232e-05
Mistral,instruct,25,first_content,self_vs_third,60,0.7494398167647712,0.605454799107143,0.87154093013468,0.48156414395508523,0.32677777777777783,0.6281458569004525,0.267875672809686
Mistral,instruct,25,first_content,self_vs_neutral,60,0.736626555055259,0.593610652314768,0.8591961279461279,0.4179995299908826,0.270520027281746,0.5645531298851612,0.3186270250643764
Mistral,instruct,25,first_content,self_vs_confounder,60,0.6834363165966002,0.5424031848344508,0.8137096774193548,0.684660410757554,0.5406487394957983,0.8097891530195699,-0.0012240941609538147
Mistral,instruct,25,first_content,third_vs_neutral,60,0.6957574606076831,0.5518973214285714,0.8216895161290322,0.4061588529765876,0.25669568452380953,0.5605368301380619,0.28959860763109546
Mistral,instruct,25,first_content,third_vs_confounder,60,0.322644613459142,0.1879770077489766,0.45943055298067803,0.32587871962988596,0.18778280542986425,0.47156808035714276,-0.0032341061707439334
Mistral,instruct,25,first_content,neutral_vs_confounder,60,0.6886623390992922,0.5432042902631138,0.8147739955357142,0.4354673708514365,0.2797184151319465,0.5841818181818181,0.2531949682478557
Mistral,instruct,25,mid,self_vs_third,60,0.9611220740605648,0.908436755952381,0.9955809523809525,0.3900679520800759,0.2514672116121392,0.5366815906562847,0.571054121980489
Mistral,instruct,25,mid,self_vs_neutral,60,0.9425956225810364,0.8675364758698092,0.9966520650425076,0.3270482089178335,0.18775519095291063,0.46294191179992655,0.6155474136632029
Mistral,instruct,25,mid,self_vs_confounder,60,0.9375280660661853,0.8560261160714285,0.9966630515387467,0.9347018305647693,0.8548712797619048,0.9933314732142857,0.00282623550141603
Mistral,instruct,25,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.2926613663645372,0.17192483660130725,0.4321560248030835,0.7073386336354628
Mistral,instruct,25,mid,third_vs_confounder,60,0.7559377520773682,0.6150846220307459,0.8793749792893994,0.3577934487211589,0.21884198318021847,0.5012160633484162,0.3981443033562093
Mistral,instruct,25,mid,neutral_vs_confounder,60,0.997912886114724,0.9899997219132369,1.0,0.3543916850968333,0.21367276785714287,0.4978333333333333,0.6435212010178907
