model,version,layer,token_pos,comparison,n_samples,baseline_auc,baseline_auc_lower,baseline_auc_upper,inlp_auc,inlp_auc_lower,inlp_auc_upper,auc_drop
Qwen,base,20,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3862503444188942,0.24248997202278624,0.5372652935136577,0.6137496555811057
Qwen,base,20,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.476214172782981,0.3113579510467981,0.6327788784454816,0.523785827217019
Qwen,base,20,bos,self_vs_third,60,0.7437126028155843,0.6087800774421978,0.8559689469781238,0.5166311248085553,0.36254146860764513,0.6600925513302965,0.22708147800702894
Qwen,base,20,bos,self_vs_neutral,60,0.7279967126770214,0.5722946596168362,0.8506895424836602,0.4213158193558346,0.2810803591291912,0.5853934151785715,0.30668089332118675
Qwen,base,20,bos,self_vs_confounder,60,0.6796986567654003,0.5349584755777311,0.8092091750841751,0.6807809814948248,0.5438997862129364,0.8085731922398589,-0.0010823247294244887
Qwen,base,20,bos,third_vs_neutral,60,0.6922200429404788,0.5633480392156863,0.8167540849673203,0.33145609468061193,0.18517330109126987,0.4788798819676183,0.36076394825986685
Qwen,base,20,bos,third_vs_confounder,60,0.3231179505738695,0.1905345238095238,0.46998216973107376,0.32822277217690465,0.2025673400673401,0.4677423916216611,-0.005104821603035159
Qwen,base,20,bos,neutral_vs_confounder,60,0.6837809200109882,0.544312075366763,0.811405062671367,0.39470893585033967,0.25168269230769236,0.5412124582869855,0.28907198416064855
Qwen,base,20,first_content,self_vs_third,60,0.8227282652650074,0.6941561111585783,0.9265850945494994,0.5103434438823076,0.3630563944327731,0.6520922840775781,0.31238482138269985
Qwen,base,20,first_content,self_vs_neutral,60,0.9014626560463123,0.8175472747497219,0.96875,0.44616677799964655,0.3068041526374859,0.5904195188492063,0.4552958780466657
Qwen,base,20,first_content,self_vs_confounder,60,0.7552563262301392,0.6244337822671158,0.8761274553571429,0.7543120750788822,0.620341435185185,0.8852332852332853,0.0009442511512569585
Qwen,base,20,first_content,third_vs_neutral,60,0.9083862850664449,0.8012908098845598,1.0,0.432442454099653,0.28083269829775614,0.5863607142857142,0.47594383096679194
Qwen,base,20,first_content,third_vs_confounder,60,0.12938663737696893,0.029699999999999987,0.24780280420705547,0.130148493420229,0.03721759259259258,0.2511670386904761,-0.0007618560432600674
Qwen,base,20,first_content,neutral_vs_confounder,60,0.9078313702728692,0.8045381613756613,1.0,0.4549825252587384,0.3135899076851263,0.6057229437229437,0.4528488450141308
Qwen,base,20,mid,self_vs_third,60,0.9954508522121843,0.9822024471635151,1.0,0.4469367216126137,0.3121823623803162,0.5929027043937708,0.5485141305995707
Qwen,base,20,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3861108506858537,0.24439781620771203,0.5424499834656084,0.6138891493141463
Qwen,base,20,mid,self_vs_confounder,60,0.995512239044188,0.9822009574129986,1.0,0.9954321678665617,0.9821403519320185,1.0,8.007117762620641e-05
Qwen,base,20,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.37529888064052114,0.2299642857142857,0.5212002232142856,0.6247011193594789
Qwen,base,20,mid,third_vs_confounder,60,0.9989138294580603,0.9933333333333334,1.0,0.3747067192380874,0.22764271574014225,0.5280533482142857,0.6242071102199729
Qwen,base,20,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3670836465612971,0.23097970339067217,0.5211565549022723,0.6329163534387029
Qwen,base,25,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.5362021984721489,0.390625,0.6936307519640852,0.4637978015278511
Qwen,base,25,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4690895247836703,0.3214601620848562,0.6196284159576707,0.5309104752163297
Qwen,base,25,last,self_vs_confounder,60,0.9978482069928147,0.9899539479617604,1.0,0.997649882914751,0.9888377199575116,1.0,0.00019832407806374963
Qwen,base,25,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.626223897160501,0.48157733901866273,0.7608570545956039,0.373776102839499
Qwen,base,25,last,third_vs_confounder,60,0.9988928639181525,0.993212669683258,1.0,0.44516326041529175,0.3002119778199741,0.5948933782267115,0.5537296035028607
Qwen,base,25,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3522158365936885,0.2115101809954751,0.4960717194570135,0.6477841634063115
Qwen,base,25,bos,self_vs_third,60,0.7341064971267094,0.5894142156862745,0.851602692227475,0.49941724060218157,0.3614882823765089,0.6499017957351291,0.23468925652452782
Qwen,base,25,bos,self_vs_neutral,60,0.7289984494156667,0.5933018973214285,0.8454313616071428,0.4057854086899682,0.25246913580246916,0.5478349269525663,0.3232130407256985
Qwen,base,25,bos,self_vs_confounder,60,0.6859139432318451,0.5462160844556678,0.8109197656772985,0.6865122696297429,0.5415032321734212,0.8217304687499999,-0.0005983263978978082
Qwen,base,25,bos,third_vs_neutral,60,0.6855031551853833,0.5450361512791991,0.8063616071428571,0.37806976638150397,0.23022799846807201,0.5223720800889876,0.3074333888038793
Qwen,base,25,bos,third_vs_confounder,60,0.3228789391951193,0.1823059764309764,0.4708257959648393,0.31979721531908994,0.18409110122358174,0.46097630718954247,0.003081723876029341
Qwen,base,25,bos,neutral_vs_confounder,60,0.6802368421673803,0.537352270968962,0.803920238095238,0.3987051923149328,0.25532990266026967,0.5422548363095239,0.28153164985244755
Qwen,base,25,first_content,self_vs_third,60,0.8278966480950238,0.7124484427609429,0.9338504088504087,0.5036624453881935,0.34835069444444444,0.6566813222079589,0.32423420270683034
Qwen,base,25,first_content,self_vs_neutral,60,0.9135612111088246,0.8327581369248036,0.9754464285714285,0.5064028878877109,0.34996040723981897,0.6594571428571429,0.40715832322111367
Qwen,base,25,first_content,self_vs_confounder,60,0.7394639080243365,0.6017519466073414,0.8727788042549556,0.7397825348180029,0.5950613644790508,0.8605100446428571,-0.0003186267936664544
Qwen,base,25,first_content,third_vs_neutral,60,0.9051637919028176,0.7895386554621849,1.0,0.5435601711380523,0.3905411175155335,0.702635613297378,0.36160362076476527
Qwen,base,25,first_content,third_vs_confounder,60,0.1062630091627794,0.034658280132495875,0.20168617908787542,0.10809446372344346,0.029014632936507936,0.2005779389880952,-0.001831454560664053
Qwen,base,25,first_content,neutral_vs_confounder,60,0.9098577589466524,0.8001789189713783,1.0,0.48766873447437203,0.3358777777777778,0.6400011574074073,0.4221890244722804
Qwen,base,25,mid,self_vs_third,60,0.9902085307357239,0.9683120915032681,1.0,0.43989459392207175,0.29302796758302874,0.5911481481481481,0.5503139368136521
Qwen,base,25,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4252952376451427,0.2765488839285714,0.5758022937710436,0.5747047623548573
Qwen,base,25,mid,self_vs_confounder,60,0.9891488666365631,0.9644315997863564,1.0,0.9886398796137917,0.9664122365900383,1.0,0.0005089870227713567
Qwen,base,25,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3532258308585202,0.2202352502284284,0.49537499999999995,0.6467741691414798
Qwen,base,25,mid,third_vs_confounder,60,0.9835729789348245,0.9566172890513268,1.0,0.3936702061022585,0.250273569023569,0.5309692894251716,0.5899027728325661
Qwen,base,25,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3628025782369513,0.22988685215247714,0.5125547150411282,0.6371974217630487
Qwen,instruct,10,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.5315658566241966,0.38157143867162246,0.6820105406746031,0.46843414337580336
Qwen,instruct,10,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.44824683309406194,0.30655420168067227,0.6018353726362624,0.5517531669059381
Qwen,instruct,10,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Qwen,instruct,10,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.453177128690305,0.2993955823931352,0.607501633986928,0.546822871309695
Qwen,instruct,10,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.4143962935418895,0.27963767456521077,0.5628952380952381,0.5856037064581106
Qwen,instruct,10,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.44882951137772126,0.3099928571428571,0.5977884399551066,0.5511704886222788
Qwen,instruct,10,bos,self_vs_third,60,0.7314834507951846,0.595659189222593,0.8412037037037038,0.5079581131210662,0.3566465311004785,0.6554499761639918,0.22352533767411842
Qwen,instruct,10,bos,self_vs_neutral,60,0.7279879447169187,0.5939716890803848,0.8558015850945494,0.4137409255818296,0.26131176829706243,0.5780379028379028,0.3142470191350891
Qwen,instruct,10,bos,self_vs_confounder,60,0.6784049149938387,0.5339265850945496,0.8109057677072383,0.6780624557662563,0.5278431299603175,0.8075671686489262,0.000342459227582359
Qwen,instruct,10,bos,third_vs_neutral,60,0.6820266185394248,0.5478229329722819,0.8059014098741399,0.340123521523832,0.20696710212250294,0.4760203704761243,0.3419030970155928
Qwen,instruct,10,bos,third_vs_confounder,60,0.3236964422948106,0.18966013490485129,0.4685790193602694,0.32432317755530304,0.19094721383859067,0.4671064482609646,-0.0006267352604924503
Qwen,instruct,10,bos,neutral_vs_confounder,60,0.6791267340055678,0.5349186507936508,0.8045906245034166,0.3672611794043836,0.2291573660714286,0.5133309373428858,0.3118655546011842
Qwen,instruct,10,first_content,self_vs_third,60,0.8067144227674061,0.6789930555555554,0.9163279547930282,0.4517218862470017,0.30130001653439153,0.610776151742677,0.3549925365204044
Qwen,instruct,10,first_content,self_vs_neutral,60,0.9013883382177469,0.8169896425095344,0.9699805339265851,0.4795753050274263,0.3307320146958305,0.6255978991596639,0.4218130331903206
Qwen,instruct,10,first_content,self_vs_confounder,60,0.7540422317423222,0.6217257021690769,0.8732322296004165,0.7494284235814148,0.6071590955906861,0.8821829405162737,0.0046138081609073955
Qwen,instruct,10,first_content,third_vs_neutral,60,0.9044055796615187,0.7851270803270803,1.0,0.5098559614790888,0.3577,0.668529244743579,0.39454961818242984
Qwen,instruct,10,first_content,third_vs_confounder,60,0.09590311954170191,0.02231956638328301,0.18914930169323937,0.09597317167068138,0.023358639228772692,0.1932908339617899,-7.0052128979467e-05
Qwen,instruct,10,first_content,neutral_vs_confounder,60,0.9045539913566344,0.7907856769813292,1.0,0.3530132424866046,0.21315714386716225,0.5028560218658592,0.5515407488700298
Qwen,instruct,10,mid,self_vs_third,60,0.9943714129388184,0.9775533108866442,1.0,0.4310813757836329,0.2869658783766779,0.572572544642857,0.5632900371551854
Qwen,instruct,10,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3028395162678044,0.16849431191879108,0.450566560349169,0.6971604837321956
Qwen,instruct,10,mid,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Qwen,instruct,10,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.352087862642735,0.21491993464052292,0.5000417130144604,0.6479121373572649
Qwen,instruct,10,mid,third_vs_confounder,60,0.9919573957297205,0.9745340115560499,1.0,0.48434293845947574,0.3358453216867948,0.6375210437710437,0.5076144572702448
Qwen,instruct,10,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.31714590990954306,0.19194295634920633,0.4525160710582706,0.6828540900904569
Qwen,instruct,15,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.5083125870993955,0.3537831101190476,0.666295238095238,0.49168741290060447
Qwen,instruct,15,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4748604133159782,0.3177457912457912,0.6173793249809729,0.5251395866840218
Qwen,instruct,15,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Qwen,instruct,15,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4449870984094508,0.30167977117432065,0.5911481481481482,0.5550129015905492
Qwen,instruct,15,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.40407551029183947,0.2566750134077546,0.5424251070620556,0.5959244897081606
Qwen,instruct,15,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.34043841068980496,0.19999441964285716,0.48780052790346906,0.659561589310195
Qwen,instruct,15,bos,self_vs_third,60,0.728455343007432,0.6026506696428571,0.8527960030165912,0.48592841779924395,0.33871536896008403,0.6307046877482918,0.24252692520818803
Qwen,instruct,15,bos,self_vs_neutral,60,0.728497901034192,0.5822725091371365,0.8599769551917988,0.3995919079038164,0.25220411706349205,0.548629767291532,0.3289059931303756
Qwen,instruct,15,bos,self_vs_confounder,60,0.6776907721559716,0.5317699776785715,0.8125156423804227,0.6799971313562932,0.5316182557522762,0.8125924402663534,-0.0023063592003216282
Qwen,instruct,15,bos,third_vs_neutral,60,0.6896122574825662,0.5462167410714286,0.8081075825216449,0.3174806032478549,0.18694027279814876,0.4581768907563025,0.3721316542347113
Qwen,instruct,15,bos,third_vs_confounder,60,0.32435097028850646,0.18124298540965206,0.4750392857142857,0.3250799724009953,0.18748435761957727,0.4607744107744107,-0.0007290021124888302
Qwen,instruct,15,bos,neutral_vs_confounder,60,0.6803898665168778,0.5404837357866766,0.8088251633986928,0.36598836267699647,0.22497264309764314,0.521692583152908,0.31440150383988136
Qwen,instruct,15,first_content,self_vs_third,60,0.7946686349213887,0.6728965592146905,0.9062649060044893,0.4459337285983154,0.2984435125060125,0.5971874441343555,0.3487349063230733
Qwen,instruct,15,first_content,self_vs_neutral,60,0.8944559546266807,0.8095869076797386,0.9609696180555555,0.4336436978197356,0.28138954171562863,0.5847383808321308,0.4608122568069451
Qwen,instruct,15,first_content,self_vs_confounder,60,0.7499497028765395,0.6164457983193277,0.8800285714285714,0.7501266067015882,0.6166560066740824,0.8817095734126983,-0.00017690382504864655
Qwen,instruct,15,first_content,third_vs_neutral,60,0.9081826270302754,0.7999944382647386,1.0,0.47387671977629864,0.3314180529613136,0.6166820987654321,0.4343059072539768
Qwen,instruct,15,first_content,third_vs_confounder,60,0.12041470947410034,0.02399389140271494,0.22991934242412204,0.11910628355390762,0.02623909231200899,0.2333398220244716,0.0013084259201927156
Qwen,instruct,15,first_content,neutral_vs_confounder,60,0.9043677679562852,0.7931034482758621,1.0,0.4840376094621082,0.3358733497249332,0.6340722909714498,0.42033015849417693
Qwen,instruct,15,mid,self_vs_third,60,0.992175439505072,0.9741288503177089,1.0,0.43000745827697495,0.2870357495983192,0.5802496693121693,0.5621679812280971
Qwen,instruct,15,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.32507654247771733,0.18099067752100842,0.4748945339200273,0.6749234575222827
Qwen,instruct,15,mid,self_vs_confounder,60,0.9988266488611311,0.9932659932659933,1.0,0.9986972396965504,0.9931428571428572,1.0,0.00012940916458070717
Qwen,instruct,15,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.4248232102781973,0.27827107405462187,0.5688965773809523,0.5751767897218028
Qwen,instruct,15,mid,third_vs_confounder,60,0.9843259161059857,0.9564618468915345,1.0,0.43630739054026957,0.2958401491853694,0.5859766394596115,0.5480185255657162
Qwen,instruct,15,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.3562088227425563,0.22655558035714282,0.4961751804989082,0.6437911772574437
Qwen,instruct,20,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.4741134759077202,0.3268285714285714,0.6227678571428571,0.5258865240922799
Qwen,instruct,20,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.47314983046309145,0.32581969839371155,0.6100104166666666,0.5268501695369086
Qwen,instruct,20,last,self_vs_confounder,60,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.0
Qwen,instruct,20,last,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.442331024954942,0.31690128968253967,0.587140756302521,0.5576689750450581
Qwen,instruct,20,last,third_vs_confounder,60,1.0,0.9999999999999999,1.0,0.47335864133310973,0.32694257179934266,0.6250034760845383,0.5266413586668903
Qwen,instruct,20,last,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.37818864196348567,0.2377232142857143,0.5328334587450108,0.6218113580365143
Qwen,instruct,20,bos,self_vs_third,60,0.7492289827007387,0.6250403038138334,0.8637265832408495,0.49948070367867714,0.35803149963689185,0.6568687430478309,0.24974827902206154
Qwen,instruct,20,bos,self_vs_neutral,60,0.729259762749844,0.5870869644153957,0.8439955106621773,0.42161694488184126,0.27269661458333333,0.5712710084033613,0.3076428178680028
Qwen,instruct,20,bos,self_vs_confounder,60,0.6857620420667978,0.5344540229885058,0.8176229918229918,0.6849323266562326,0.5485104675958955,0.8086516203703704,0.0008297154105652016
Qwen,instruct,20,bos,third_vs_neutral,60,0.7028387853635386,0.5667401960784314,0.8137791991101224,0.34067304336415816,0.21095436923378919,0.49500341961279465,0.36216574199938045
Qwen,instruct,20,bos,third_vs_confounder,60,0.3242824308107863,0.1915174364262761,0.46416910457963084,0.3230346215174541,0.1872086223254596,0.4629712025707577,0.0012478092933321805
Qwen,instruct,20,bos,neutral_vs_confounder,60,0.6822344578616424,0.5406862054322992,0.8054531578256302,0.37162796107514035,0.23399942279942276,0.510035729643019,0.31060649678650204
Qwen,instruct,20,first_content,self_vs_third,60,0.8278646722776547,0.7025381944444444,0.928586691086691,0.4957054890549863,0.35279395406661,0.6487828788610037,0.3321591832226684
Qwen,instruct,20,first_content,self_vs_neutral,60,0.8978267711274632,0.8136922150687446,0.9652093855218855,0.4495799290291588,0.2911111111111111,0.5994140625,0.44824684209830445
Qwen,instruct,20,first_content,self_vs_confounder,60,0.7580021706562743,0.6182623867789608,0.887766554433221,0.7588846697356703,0.6206579048645321,0.8837135069852461,-0.0008824990793959708
Qwen,instruct,20,first_content,third_vs_neutral,60,0.9036634393628236,0.7834821428571429,1.0,0.5198821306415866,0.37259095794252045,0.6729983960352772,0.38378130872123695
Qwen,instruct,20,first_content,third_vs_confounder,60,0.12310490219035629,0.028920219997528095,0.22898009108946604,0.12079562026302715,0.03053848413631018,0.23232323232323232,0.0023092819273291404
Qwen,instruct,20,first_content,neutral_vs_confounder,60,0.8999449741002646,0.7857142857142857,1.0,0.45378163379621866,0.2986029761904762,0.6100229414682539,0.446163340304046
Qwen,instruct,20,mid,self_vs_third,60,0.9957249758685704,0.9830183823529413,1.0,0.43534874312136573,0.2891480153558792,0.5815078124999999,0.5603762327472047
Qwen,instruct,20,mid,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.43066150826954647,0.26855357142857145,0.594328125,0.5693384917304536
Qwen,instruct,20,mid,self_vs_confounder,60,0.9954212413924264,0.9818957983193277,1.0,0.9956260938012426,0.9839949074074074,1.0,-0.00020485240881618072
Qwen,instruct,20,mid,third_vs_neutral,60,1.0,0.9999999999999999,1.0,0.37273746577750944,0.24456825396825396,0.521153411197627,0.6272625342224906
Qwen,instruct,20,mid,third_vs_confounder,60,0.9901090861106809,0.9679666666666666,1.0,0.3545317363469072,0.22106110866301085,0.5055018187830688,0.6355773497637738
Qwen,instruct,20,mid,neutral_vs_confounder,60,1.0,0.9999999999999999,1.0,0.34760823282890485,0.21555387205387205,0.48887906912166773,0.6523917671710951
Qwen,instruct,25,last,self_vs_third,60,1.0,0.9999999999999999,1.0,0.4500744853986072,0.30190796857463525,0.5984371072146806,0.5499255146013928
Qwen,instruct,25,last,self_vs_neutral,60,1.0,0.9999999999999999,1.0,0.3041914447621328,0.16625296087915142,0.44163874418997295,0.6958085552378672
